title,description,primary_instructor,subject,catalog_number,label_term,section,sub_title,credits,requirements_distribution,other,advisory_prerequisites,other_course_info,repeatability,consent
Conversation and Debate,"The objective of this course is to practice speaking while building vocabulary, in particular formulating compelling questions and answers, and to expand one’s ability to converse in German about personal topics, current events, chosen points of interest, and more.  Students will give presentations in pairs throughout the semester on a topic of their choice in order to stimulate interesting discussions.  Other materials will be pulled from German websites and other media sources.","Irwin,Vera V",GERMAN,306,"Fall 2021, ",Section 002,,1,,,"GERMAN 230, 231, or 232; concurrent enrollment in a 300-level course is encouraged but not necessary.",This course does not satisfy the language requirement.,May be elected three times for credit.  ,With permission of instructor.
Conversation and Debate,"
The goal of this course is to increase your confidence in speaking on any topic in German.  Henceforth, we will communicate on any topic that pertains to either current cultural or everyday events.  The class focuses on expanding the existing vocabulary and varying the spoken styles that are necessary to appreciate fully life in German-speaking communities.
","Uritescu-Lombard,Ramona",GERMAN,306,"Fall 2021, ",Section 003,,1,,,"GERMAN 230, 231, or 232; concurrent enrollment in a 300-level course is encouraged but not necessary.",This course does not satisfy the language requirement.,May be elected three times for credit.  ,With permission of instructor.
Imagination,"

This course hypothesizes that imagination can be a rigorous and objective faculty. What is its relationship to rationality? To insight and innovation? Does some form of imagination have a place in science and ethics? The key faculty of metaphorical thinking will be considered in some depth, as will the function of imagination in scientific discovery, the psychology of perception, politics, and visual art.Course Requirements:Students are expected to write two short papers (10 pp.) The heart of this course will be a series of seminars, in which students will present on topics of their choice.Intended Audience:This course is taught ENTIRELY IN ENGLISH, and it has no prerequisites. It is most like a course in philosophy or intellectual history, but it’s open to and intended for anyone who feels a strong desire to understand the roots of creativity.","Amrine,Frederick R",GERMAN,309,"Fall 2021, ",Section 001,,3,HU,,,Taught in English.,May not be repeated for credit.,
Studies in German Culture,"This course is intended as a first introduction to German cultural history. Each week, students will learn about a major figure or movement in German cultural history.  Music, philosophy, literature, and film will each be represented in every term. Specific topics will vary each time the course is offered in order to take advantage of relevant performances, exhibitions, and lecturers, and in order to make it possible for students to retake the class.","Irwin,Vera V",GERMAN,310,"Fall 2021, ",Section 001,,2,,,Residence in Max Kade German House; others by permission of instructor.,,May be repeated for a maximum of 6 credit(s).  ,With permission of instructor.
Introduction to German Literature,"This course, taught entirely in German, introduces students to the study of literature through a focus on canonical and popular German literature. It is designed to be a forum where students can improve their language skills in the areas of speaking and writing, as well as reading and listening comprehension. We discuss such questions as: What is literature? What is literary analysis? What does it mean to speak of a literary movement or genre? The course can cover German literature from the Enlightenment to the post-unification period, while presenting a series of literary-historical epochs in order to familiarize students with crucial moments in German history.","Mills,Andrew",GERMAN,315,"Fall 2021, ",Section 001,,3,HU,,GERMAN 230 or 232 or RCLANG 291 or the equivalent as per placement test results.,,May not be repeated for credit.,With permission of instructor.
Intermediate German,"Within the annals of German literature and film little is mentioned of the science fiction and fantasy genres. Fritz Lang's Metropolis (1927) and Frau im Mond (1929) as well as Alfred Doeblin's Berge Meere und Giganten (1924) reflect a general interest in the genre before World War II. After the war the genre fills with English language titles from such masters as Heinlein, Asimov and Tolkien. Yet there existed a lively audience for science fiction in the 1950's with such publications as Terra and Perry Rhodan. From the 1970's onward, German science fiction and fantasy once again gains traction in regional bookstores and theaters, but rarely garners the international acclaim or status of the aforementioned English language titles.","Rodena-Krasan,Mary",GERMAN,325,"Fall 2021, ",Section 001, - German Science Fiction/Fantasy,3,,,GERMAN 230 or 232 or RCLANG 291 or the equivalent as per placement test results.,Taught in German.,May be elected twice for credit.  May be elected more than once in the same term.,With permission of instructor.
Intermediate German,"In this course, students are provided the unique opportunity to explore the lifecycle, behavior, and cultivation of honeybees at a point in time when the future of the honeybee appears unclear. Massive die-offs have afflicted bee populations in some parts of the world, highlighting humans’ dependency upon honeybees to pollinate a vast array of fruits and vegetables — some 30% of the human diet, it is often claimed. While this unfolding situation is global in scale, ecological in character, and dynamic in terms of its volatility, the study of honeybees and their behavior also can be intensely local and strangely joyous, intimate, mysterious, and captivating.
","Mills,Andrew",GERMAN,325,"Fall 2021, ",Section 002, - The Hidden Life of German Bees,3,,,GERMAN 230 or 232 or RCLANG 291 or the equivalent as per placement test results.,Taught in German.,May be elected twice for credit.  May be elected more than once in the same term.,With permission of instructor.
Intermediate German,"This course will introduce students to German engineering discourse. German for Engineers I and II cover different topics and can be taken in either order. They are designed to prepare students for internships and jobs requiring some knowledge of technical German, and for study abroad in a technical field in a German-speaking country. Readings will be taken primarily from Wie funktioniert das?  Technik heute (6th ed.). This book provides a wide range of technical information in a standardized format consisting of one page of text with a facing-page of illustrations for each topic. In addition, we will watch a number of videos related to the course content. The course will also include one or two field trips and/or guest lectures. In addition, we will spend one day taking some things apart and putting them back together again.  Vocabulary building will be emphasized strongly; grammar will be reviewed as needed.  There will be a lot of partner and small group work during class time, in order to maximize students' opportunities to practice speaking and to help each other master the material.","Rastalsky,Hartmut Maria",GERMAN,325,"Fall 2021, ",Section 004, - German for Engineers I,3,,,GERMAN 230 or 232 or RCLANG 291 or the equivalent as per placement test results.,Taught in German.,May be elected twice for credit.  May be elected more than once in the same term.,With permission of instructor.
Intermediate German,"In this course, students are invited to dive into the fascination ‘Fußball’. Introduction to the rules, soccer-jargon, teams, and players will be part of the class time, as well as historical and cultural aspects of soccer in the German-speaking countries. The material for discussions and student presentations is based on literary texts, Internet resources, videos, and two movies. The course will be conducted in German; weekly readings and motivating participation are required. Matters of German grammar, which may occur while improving the speaking, reading and writing skills, will be reviewed as needed. The course expects a strong interest in soccer and an existing familiarity with the sport.","Federhofer,Karl-Georg",GERMAN,325,"Fall 2021, ",Section 006, - Soccer,3,,,GERMAN 230 or 232 or RCLANG 291 or the equivalent as per placement test results.,Taught in German.,May be elected twice for credit.  May be elected more than once in the same term.,With permission of instructor.
Independent Study,Independent study for students who need work in a certain area to complete their degrees and are unable to acquire it from a regularly scheduled course.,,GERMAN,329,"Fall 2021, ",Section 001,,1 - 4,,Independent,,"F, W, Sp, Su.",May be repeated for a maximum of 8 credit(s).  ,With permission of instructor.
Fascist Cinemas,"This course explores the fascist-era cinemas of Germany, Italy, and Japan. We will analyze important films from the era at weekly screenings, and will study historical documents and critical essays to help us understand the context. After we’ve defined some terms and covered some basic history at the beginning of the semester, the course focuses on a set of common themes to identify both commonalities and specificities of a given context or historical moment. The themes include: fascist aesthetics; nation, “Volk,” race, ethnicity; anti-Semitism; youth and movement; the exalted leader; propaganda and spectacle; entertainment and pleasure; film style; bodies and genders; war fronts and home fronts; and post-fascist visual culture.","Nornes, Markus  ",GERMAN,333,"Fall 2021, ",Section 001,,3,"ULWR, HU, RE",,FTVM 150 or FTVM (SAC) 236.,Taught in English.,May not be repeated for credit.,With permission of instructor.
Media Matter: From Print to Screen Culture,"Media determine our situation. This course explores their history. How have technologies such as photography, film, radio, and the computer altered the human senses, our relationship to space and time, to each other, to institutions and governments? In what ways do new technologies shape the questions we ask about the natural world and the answers we give? How have critical approaches for thinking about media evolved over the past two hundred years, and what contributions have German-speaking thinkers in particular made to media theory? Drawing on a wide range of materials including scholarly articles, primary documents, photographs, films, literary texts, and audio recordings, we will work to develop a critical vocabulary and historical framework for analyzing the varied and widely distributed effects of technological change on both patterns of thought and physical reality, the imagination and the body, social relations, and their material networks and infrastructures. Topics include the so-called ‘reading revolution’ in late eighteenth-century Europe, print culture and the Enlightenment, human mediumship, spiritualism, and the occult, technology, and science, sound recording and the voice, radio and the Third Reich, cyborgs, and the ‘post-human,’ automation and surveillance, democracy and digital activism.","Whitney,Tyler",GERMAN,346,"Fall 2021, ",Section 001,,3,HU,,,Taught in English.,May not be repeated for credit.,
Business German,"This course introduces students to the language of business German and gives them insight into Germany's place in the global economy. The course is organized around major business and economic topics, such as: ","Federhofer,Karl-Georg",GERMAN,350,"Fall 2021, ",Section 001,,3,,,GERMAN 230 or 232 or RCLANG 291 or the equivalent as per placement test results.,Taught in German.,May not be repeated for credit.,With permission of instructor.
Practice in Business German,"
The following is a description of the requirements to earn between 1-3 experiential credits for a minimum 8-week internship completed at a German-speaking company.
","Swennes, Stacy  ",GERMAN,351,"Fall 2021, ",Section 001,,1,,Experiential,Internship in a German-speaking country.,,May not be repeated for credit.,
Practice in Business German,"
The following is a description of the requirements to earn between 1-3 experiential credits for a minimum 8-week internship completed at a German-speaking company.
","Swennes, Stacy  ",GERMAN,351,"Fall 2021, ",Section 002,,2,,Experiential,Internship in a German-speaking country.,,May not be repeated for credit.,With permission of instructor.
Practice in Business German,"
The following is a description of the requirements to earn between 1-3 experiential credits for a minimum 8-week internship completed at a German-speaking company.
","Swennes, Stacy  ",GERMAN,351,"Fall 2021, ",Section 003,,3,,Experiential,Internship in a German-speaking country.,,May not be repeated for credit.,With permission of instructor.
Tutoring High-School and K-8 German,"
This course brings Michigan undergraduates, who have taken at least one graded 300-level course in German, into productive contact with high-school and middle-school students of German in the Ann Arbor area who could benefit from instructional assistance. The course introduces Michigan undergraduates to the field of pedagogy at a stage when their future professional paths may be undefined, thus allowing them a pressure-free opportunity to explore whether or not they may be interested in a career in teaching.","Rodena-Krasan,Mary",GERMAN,357,"Fall 2021, ",Section 001,,3,,Experiential,,,May not be repeated for credit.,With permission of instructor.
German Teaching Assistance for Children at the Deutsche Schule Ann Arbor (DSAA),"
In this course, Michigan undergraduates function as a teaching
assistant to a kindergarten or preschool instructor at the Deutsche
Schule Ann Arbor (DSAA), a learning community that has been teaching
German to Ann-Arbor-area children of various ages since January of
2008. All instruction and interaction with the children is in German.

","Rodena-Krasan,Mary",GERMAN,358,"Fall 2021, ",Section 001,,1,,Experiential,"Sophomore standing or beyond. Completion of two of the following courses: GERMAN 300, 325, 326, 332, 336, 350, 351, 357, 380, 385, 425, 426, 430, 431, 454, 457, 464, or 499.",,May not be repeated for credit.,With permission of instructor.
What is Time?,"We often think of time as a force we are unable to control. All we can do is measure its passing. Yet the societies we live in and we as individuals also shape temporality. How do we come to experience time? How can we study or rethink our experience with and in time? Through a series of discussions, practical exercises, and readings in German—poetry, short stories, essays, history, movies, etc.—we will investigate the multiple meanings time can have for us.","Puff,Helmut",GERMAN,365,"Fall 2021, ",Section 001,,3,HU,,"GERMAN 230, 232, or RCLANG 291.",,May not be repeated for credit.,With permission of instructor.
Celtic and Nordic Mythology,"A study of the Celtic and Nordic cycles of myths and sagas, including the Irish Tain, the Welsh Mabinogi, the Anglo-Saxon Beowulf, the Middle High German Nibelungenlied, the Norse Eddas, and some Icelandic Sagas. Through these texts, we will attempt to reconstruct the religious traditions, society, and culture of the Celts and the Germanic tribes, and the Vikings.","Gull,Maria E",GERMAN,375,"Fall 2021, ",Section 001,,3,HU,,,Taught in English.,May not be repeated for credit.,
"Sports, Politics, and Society","Few things have characterized mass culture in the 20th century more consistently and thoroughly than sports. Particularly in their team variety, there is not one industrial country in the world that does not possess at least one major team sport which has attained hegemonic dimensions in that country’s culture in the course of the previous century. There can simply be no doubt that team sports as a form of mass culture have been among the most essential ingredients of public life in the 20th century. If anything, their cultural importance has increased in the beginning years of the 21st. Indeed, all indications are that this importance will grow in years to come. Why has this been the case? And how did this happen? Moreover, why did the United States deviate from much of the rest of the industrial world not in terms of the presence of such sports, but in their number and kind? Briefly put, why are baseball, football, and basketball (as well as ice hockey to a certain extent) the hegemonic team sports that defined American mass culture throughout the 20th century whereas no other industrial country has more than two such hegemonic team sports, most often indeed only one — soccer? Why has this sports map remained so stable throughout a highly volatile and ever-changing century? Will this stability persist into the new millennium or will new forces challenge these hegemonic sports and contest them in their respective cultural space? Will the United States become a major soccer power and will Americans be glued to events in this sport as they have been in those of baseball, football, basketball, and hockey for many decades? And, conversely, will soccer-obsessed Europeans come to love basketball and other American sports as much as they have loved soccer? Lastly, will China incorporate both sports cultures and excel at one or the other — or even both — eventually surpassing its American and European teachers? And what about the massive proliferation of video-based and Internet-driven sports phenomena that are scrambling all of the aforementioned phenomena?","Markovits,Andrei S",GERMAN,379,"Fall 2021, ",Section 001,,3,"ULWR, SS",,One introductory course in sociology or political science.,Taught in English.,May not be repeated for credit.,
Fairy Tales,"The heart of this course will be a close reading of numerous tales collected by the Grimm Brothers, both classics and many lesser-known tales of equal or greater interest. We will study the genesis of Grimms’ collection, which was very different from what most people imagine, and put the tales in quite a different light. We will also read important scholarship on the Grimms’ tales, while at the same time placing them within larger interpretive contexts such as psychoanalysis, structural anthropology, Marxist social critique, feminism, and Jungian psychology. Both the “iconography” and the “archaeology” of the fairy tale will be explored, as will the relationship between folk tales and at tales such as Shakespeare’s Tempest and Mozart’s Magic Flute.","Amrine,Frederick R",GERMAN,386,"Fall 2021, ",Section 001,,3,HU,,,,May not be repeated for credit.,
The Holocaust,"
The Holocaust — the persecution and murder of approximately six million Jews by Nazi Germany and its collaborators between 1933 and 1945 — was one of the most horrific events in the history of the world. The atrocities committed in the heart of the twentieth-century threw into question the very notion of human progress, and continue to haunt humanity to this day. We have all seen images and films about the Holocaust, or have read literature and diaries from the time, but mostly we shy away from confronting the bigger questions that the Holocaust forces us to ask about ourselves and our history. This course will better equip students with the skills and knowledge they need to interpret representations of the Holocaust by grounding students with the factual basis on which these representations are made.  Students will learn to interpret some of the most important historical facts about the Holocaust, to evaluate the strengths and weaknesses of contending explanations regarding the causes and effects of the Holocaust, and to contextualize the Holocaust.Course Requirements:Students will be evaluated on the basis of quizzes, writing assignments, and exams.Intended Audience:No data submittedClass Format:The course will be structured as a lecture with discussions.","Mays,Devi Elizabeth",GERMAN,391,"Fall 2021, ",Section 001,,4,"SS, RE",,,Taught in English.,May not be repeated for credit.,
Nineteenth-Century German and European Intellectual History,"Between the upheavals of the French Revolution and the First World War, the European nations witnessed an utter transformation of their world.  The relations of human beings to the nation, to the state, to history, and to the physical world were rethought from top to bottom.  Our exploration of modern ideas take us from rationalism to racism, and from utopian ideologies to the birth of psychoanalysis.","Spector, Scott  ",GERMAN,401,"Fall 2021, ",Section 001,,3,ULWR,,,Taught in English.,May not be repeated for credit.,
Advanced German,Students will be exposed to a variety of styles of written and spoken German in order to improve their reading and listening abilities. We will read newspaper articles and watch the Tagesschau news. We will look at the current tendencies of the German language and learn about the cultural aspects of modern Germany.,"Mills,Andrew",GERMAN,425,"Fall 2021, ",Section 001,,3,,,"GERMAN 325, 326 or permission of instructor.",Taught in German. GERMAN 426 may be taken independently of GERMAN 425.,May not be repeated for credit.,With permission of instructor.
Advanced German,"Im Vordergrund von diesem Kurs stehen zwei Aspekte: Deutsche Kultur und der deutsche Sprachgebrauch. Wir werden uns im ersten Kursteil mit der modernen deutschen Sprache beschäftigen. Danach werden wir die Nachrichten anschauen und anhand von Zeitungsartikeln über Themen sprechen, die in Deutschland aktuell sind. Im dritten Kursteil werden wir einige literarische Texte lesen. Parallel dazu wollen wir über Ihr Deutsch sprechen und daran arbeiten, es grammatisch und stilistisch weiter zu verbessern. Darüber hinaus soll dieser Kurs Sie herausfordern und Ihren Ehrgeiz wecken, die deutsche Sprache in ihrer Vielfalt zu analysieren und anzuwenden.","Rodena-Krasan,Mary",GERMAN,425,"Fall 2021, ",Section 002,,3,,,"GERMAN 325, 326 or permission of instructor.",Taught in German. GERMAN 426 may be taken independently of GERMAN 425.,May not be repeated for credit.,With permission of instructor.
Business German: Management and Marketing,"
This course offers authentic information and terminology as they apply to professional practices in the fields of company structure, management, and marketing in the German-speaking world. 
","Grzeskowiak,Silvia",GERMAN,431,"Fall 2021, ",Section 001,,3,,,GERMAN 350 or 430.,Taught in German.,May not be repeated for credit.,With permission of instructor.
Special Topics in English Translation,"According to the UN Refugee Agency, nearly 45,000 people are forced to flee their homes daily because of conflict and persecution. As a result, there are currently 68.5 million forcibly displaced people worldwide. In Europe the situation came to a head in 2015, when the numbers of refugees from Syria, in particular, soared, Germany opened its borders, and the Federal Chancellor Angela Merkel declared “wir schaffen das”: we can do it!
","von Moltke, Johannes  ",GERMAN,449,"Fall 2021, ",Section 001, - Cinema and Migration,3,,,,Taught in English.,May be elected three times for credit.  May be elected more than once in the same term.,
Special Topics in English Translation,"

This course surveys the historical avant-gardes of the early twentieth century, presenting them as a rich interconnected network that encompassed East and West. Italian Futurism, German Dadaism, French Surrealism and their impact on East-European avant-gardes will be discussed in detail; in turn, the impact of Soviet Constructivism and Czech Surrealism will be examined. Special issues will include the role of language, new mass media, and technology. Other topics include the women artists of the avant-garde, manifesto as a genre, New Typography, and the avant-garde conception of the book. Avant-gardes and interwar politics will be a constant theme. Students are encouraged to propose additional topics; a class presentation and a final paper are expected.","Toman,Jindrich",GERMAN,449,"Fall 2021, ",Section 002, - Avant Garde East and West,3,,,,Taught in English.,May be elected three times for credit.  May be elected more than once in the same term.,
Special Topics in English Translation,"This course will look at contemporary German politics through the prism of history. It will explore the main political, social, cultural, and economic features and issues of the Federal Republic of Germany in a European context. By analyzing previous political regimes that governed Germany just in the 20th century — absolute monarchy, unstable liberal democracy, totalitarian fascism, stable liberal democracy, bureaucratic communism — the course will shed light on the vicissitudes of the ""German Question"" and its importance for European politics as a whole. We will look at Germany’s domestic developments and also its relations with other countries, most notably those in Europe, east and west, the United States and the Soviet Union (Russia). In terms of the country’s domestic scene, we will focus on the main actors and purveyors of political life — the political parties and their world. We will look at these parties' history, structures, colors, ideologies, personalities, policies, slogans, leaders and prospects. We will anchor each of these parties in their proper historical context. We will also study societal developments in Germany that have happened outside the parties. In particular, we will look at social movements and interest groups that have played a major role in the transformation of German public life over the past 60 some years. Lastly, we will feature Germany’s contemporary political life in the context of the European Union, arguably among the greatest and most exciting state-building processes of our time.","Markovits,Andrei S",GERMAN,449,"Fall 2021, ",Section 003, - German Politics in Europe Since 1945,3,ULWR,,,Taught in English.,May be elected three times for credit.  May be elected more than once in the same term.,
Twentieth Century German Fiction,"We will explore the presence of ghosts and other spectral beings in German literature, visual culture, and politics. This exploration begins with the Romantics at the beginning of the nineteenth century and ends with the fall of the Berlin wall in 1989. We will study this spectral dimension of German history and culture with an eye toward the French revolution, industrialization/modernization, and the politics of memory (both with respect to the Nazi era and the former east and west German states). In addition to literary texts, the readings will include texts by political theorists (for example, Max Weber, Karl Marx, and Carl Schmitt) as well as Sigmund Freud’s essay “The Uncanny” and his reading of Gradiva, Wilhelm Jenssen’s novel about Pompeii.","Hell,Julia C",GERMAN,457,"Fall 2021, ",Section 001," - Where Reality Ends: Hauntings, Ghosts and German Literature and Art",3,,,One year beyond GERMAN 232.,Taught in German.,May be elected twice for credit.  ,With permission of instructor.
Workshop in Translation,"
During this course, students should develop and demonstrate competence in translating texts from German to English in a variety of specialist fields. These fields will be divided into such categories as: science/technology; business/finance; literature/art; politics /journalistic prose/current events; and general (including song texts, advertisements, proverbs and euphemisms, historical texts, handwriting samples, short sample texts in Frakturschrift and Sütterlinschrift).
","Weineck,Silke-Maria",GERMAN,470,"Fall 2021, ",Section 001,,3,,,Two courses taught in German beyond GERMAN 232.,,May not be repeated for credit.,With permission of instructor.
German Honors Proseminar,"
Completion of the sequence of GERMAN 491 and 492 is required for an Honors concentration in German Studies. Interested students are encouraged to contact the Honors concentration advisor for admission into the program (minimum 3.4 GPA with at least 3.7 in German) for Fall Term of their senior year, preferably —  but not necessarily —  as early as Winter Term of their sophomore year. GERMAN 491 is regarded as a seminar-style preparatory course (facilitated by one faculty member for all honors students)  in anticipation of GERMAN 492 (Winter), in which each student concludes the Honors thesis with the support of an individual thesis advisor. The kinds of work to be read in GERMAN 491 will be determined in part by the perceived needs of the students, geared possibly toward already-identified thesis topics and/or toward an intensified focus on reading literary and scholarly texts, acquiring and honing interdisciplinary research skills, and developing a persuasive and sustained argument. Every effort will be made to accommodate students with a broad range of interests from a variety of disciplinary backgrounds.","Barndt,Kerstin",GERMAN,491,"Fall 2021, ",Section 001, - Research,3,,Honors,Senior Honors standing.,"Continuing Course.  Y grade can be reported at end of the first-term to indicate work in progress. At the end of the second term of GERMAN 492, the final grade is posted for both term's elections.  F.",May not be repeated for credit.,With permission of instructor.
Old English,"This course is an introduction to Old English, the language spoken by our forebears until the unpleasantness at Hastings — the Norman Conquest.  Since Old English is so different from Modern English as to seem like another language, the greatest effort of this class will be to master the rudiments of the structure and vocabulary of the earliest attested form of English.  The reward is being able to read an excitingly different corpus of prose and poetry.  You will also develop a new appreciation of where our language, culture, and intellectual traditions come from.  Course requirements:  daily recitation, weekly quizzes, two-hour exams, a term project (written and oral presentation).  Written work also includes regular short modernizations and longer take-home modernizations.","Toon,Thomas E",GERMAN,501,"Fall 2021, ",Section 001,,3,,,,,May not be repeated for credit.,
Teaching Methods,"This course is intended to provide the theoretical and practical foundations for the teaching of German as a foreign language in schools and colleges. 
Readings will be primarily in English; class discussion will be in German and English.Course Requirements:Course requirements include regular reading assignments, regular class observations, several short presentations, and a final project. Intended Audience:GERMAN 531 is open to graduate students and advanced undergraduates.Class Format:The course will combine regular reading assignments with frequent class observations and the preparation of sample lessons in order to generate a fruitful interplay between theory and practice. There will also be a strong emphasis on introducing students to relevant instructional technology.","Rastalsky,Hartmut Maria",GERMAN,531,"Fall 2021, ",Section 001,,3,,,Senior standing; and candidate for a teaching certificate.,F.,May not be repeated for credit.,
Introduction to German Studies,"This course will cover a range of seminal texts, media and approaches that have proven important in recent German Studies debates. Gender, race/ethnicity, material culture, visual studies, the relationship of aesthetics and politics, memory, issues of representation/media/remediation, and methodology are at the forefront of these considerations. To this end, the course endeavors to provide exemplary analyses of key literary genres (novels, poetry, short story, essay), visual arts such as painting and photography, communication strategies of museums and exhibitions, and film. To help develop a set of recurrent issues, texts and materials have been selected so that questions of bodies, things/materiality, and considerations of representation can be revisited from different perspectives. While historical knowledge and perspectives are important considerations, they are leveraged by texts and materials produced in the 20th and 21st centuries.","Whitney,Tyler",GERMAN,540,"Fall 2021, ",Section 001,,3,,,Permission of instructor.,,May not be repeated for credit.,
Elementary Greek,"In this course you will learn first semester classical Greek. Ancient Greek was not the language spoken in fraternities, but the equivalent of English in the ancient Western world: the universal language in which the alphabet, democracy, science, philosophy, medicine, history-writing, and political science were invented, and the language of some of the greatest literature in the history of the world. Whether you are fired up by Greek myth, the epics of Homer, the tragedies of Sophocles and Euripides, the comedies of Aristophanes, the writings of philosophers like Plato and Aristotle, or whether you want to read the New Testament in its original form, this language is for you. Greek opens up a much deeper understanding of English, since it lies at the basis of 20% of our vocabulary, and most of the terms used in science and medicine. In short, it's really cool.","Markus,Donka D",GREEK,101,"Fall 2021, ",Section 001,,4,,,,Graduate students should elect GREEK 502. F.,May not be repeated for credit.,
Second-Year Greek,"2nd Year Greek: Prose. Students will read two famous and exciting works by the philosopher Plato in the original Greek. We will discuss some of the major scholarly issues connected to these texts but we will also devote much of our time to identifying precisely the texts' grammar and syntax. Over the course of the semester, we will also systematically review key components of Greek grammar and syntax since these efforts will allow us to read Plato with increasing agility and accuracy.","Foster,Margaret C",GREEK,301,"Fall 2021, ",Section 001,,4,,,,The language requirement is satisfied with successful completion of both GREEK 301 AND 302. Graduate students should elect GREEK 507. F.,May not be repeated for credit.,
Readings in Classical Greek Prose,"This course introduces students to the Histories of Herodotus of Halicarnassus in Ancient Greek. This is an upper-level language acquisition course conducted in a manner appropriate for undergraduates: we will expend most of our energy attending to matters of vocabulary, morphology, and syntax. Students will also read some highlights of the secondary literature on the Histories.","Ready,Jonathan Levin",GREEK,401,"Fall 2021, ",Section 001, - Herodotus,3,,,GREEK 302.,,May be repeated for a maximum of 9 credit(s).  ,
Elementary Greek Prose,"This course offers an intensive review of Ancient Greek morphology and syntax through the active production of words, phrases, and sentences. We will work our way through Eleanor Dickey’s An Introduction to the Composition and Analysis of Greek Prose (Cambridge 2016).","Ready,Jonathan Levin",GREEK,410,"Fall 2021, ",Section 001,,3,,,GREEK 302.,,May not be repeated for credit.,
Plato:  Republic,"In this course we will survey some major issues in the interpretation of Plato’s Republic. We will read fairly substantial portions of the Greek text, from Books I, II,IV, V, VI, VII, and X, covering about 9 OCT pages per week.","Ahbel-Rappe  she-her, Sara L",GREEK,462,"Fall 2021, ",Section 001,,3,,,GREEK 401.,,May be elected twice for credit.  ,
Supervised Reading,Regular reports and conferences required.,,GREEK,499,"Fall 2021, ",Section 001,,1 - 4,,Independent,,"May not be included in a concentration plan in Greek Language and Literature or Classical Languages and Literatures.  Continuing Course.  Y grade can be reported at end of the first-term to indicate work in progress. At the end of the second term, the final grade is posted for both term's elections. F, W, Sp, Su.",May be repeated for credit.,With permission of instructor.
Advanced Greek Composition,"This course offers an intensive review of Ancient Greek morphology and syntax through the active production of words, phrases, and sentences. We will work our way through Eleanor Dickey’s An Introduction to the Composition and Analysis of Greek Prose (Cambridge 2016).","Ready,Jonathan Levin",GREEK,506,"Fall 2021, ",Section 001,,3,,,GREEK 410.,,May not be repeated for credit.,
Elementary Modern Greek,"Interested in holding spontaneous conversations using simple sentences in modern Greek on everyday topics? Want to grasp the subject of television and radio shows, read for practical information, and write on familiar topics? This class is for you.","Kubic,Amanda",GREEKMOD,101,"Fall 2021, ",Section 001,,4,,,,,May not be repeated for credit.,
Second Year Modern Greek I,"This course is designed to improve the speaking, reading, and writing, as well as listening skills of the students. The course begins with a thorough review of materials taught in the first year and continues with the completion of grammar and syntax and the introduction of new vocabulary. Emphasis is placed on linguistic accuracy in speaking and writing. Besides the familiar drills, homework includes a greater amount of creative writing. Journalistic prose, short stories, literary excerpts, as well as films and television materials are included in the course.","Leontis,Artemis S",GREEKMOD,201,"Fall 2021, ",Section 001,,4,,,GREEKMOD 102.,,May not be repeated for credit.,
Introduction to Modern Greek Culture,"The course introduces students to the history of Modern Greece and to a comparative and critical discussion of all those aspects considered to be part of the so-called “Modern Greek culture.” The course interrogates both “culture” and “Greekness” as monolithic, bounded, and static entities. Students will explore the diversity and complexity of Modern Greece and Modern Greek identities through art, literature, film, ethnography, food, music, religious practices, traditions, and customs and through their direct and personal interactions with communities and people from Greece and the US Greek diaspora.Course Requirements:2 group projects
1 midterm paper
3 quizzes
1 final exam
Attendance
ParticipationIntended Audience:This is an introductory course. It is required for students completing a Modern Greek Minor.
No prior background or knowledge of Greece or the Greek language is required.Class Format:Two 1.5h meetings/week that include a combination of the following: 
lecture
discussion
student presentations
interactive/experiential elements
interviews of Greek writers, artists, politicians, etc. via videoconferencing","Leontis,Artemis S",GREEKMOD,214,"Fall 2021, ",Section 001,,3,SS,,,,May not be repeated for credit.,
Intermediate Modern Greek I,"This course continues the Modern Greek language sequence (fifth semester). Using poems, short stories, plays, documentaries, films, comics, newspapers, music, etc., we will solidify and expand our language skills, promoting accuracy and fluency, as well as deepen our knowledge of some of the social landmarks in Greek history over the past century. Students will work to master, understand, and effectively use the linguistic structures of Greek; to develop advanced vocabulary so as to express complex ideas; and to improve written and oral skills via presentations, collaborative projects, conversations and writing based on specific historical and/or contemporary topics (e.g., The Greco-Turkish Population Exchange of 1923; the Greek Civil War; contemporary migration into/out of Greece; other topics of student interest).","Stroebel, Will  ",GREEKMOD,301,"Fall 2021, ",Section 001,,3,,,GREEKMOD 202.,,May not be repeated for credit.,
Directed Study,For students who wish to participate in an ISAC (Integrated study abroad into the curriculum) component of a Modern Greek Course. ,,GREEKMOD,399,"Fall 2021, ",Section 001,,1 - 4,,Independent,,,May not be repeated for credit.,With permission of instructor.
Senior Honors Research,"Work on the senior Honors thesis in Modern Greek, under the supervision of a faculty advisor. It provides students with an appropriately designated course in which to undertake research, consultation, and writing necessary for the successful completion of the Senior Honors theses.",,GREEKMOD,495,"Fall 2021, ",Section 001,,1 - 3,,"Honors, Independent",Junior or senior standing.,,May be repeated for a maximum of 6 credit(s).  ,With permission of instructor.
Supervised Reading,Undergraduate supervised study in Modern Greek literature. Number of meetings determined by the credits elected. Regular reports and conferences.,,GREEKMOD,499,"Fall 2021, ",Section 001,,1 - 3,,Independent,Permission of instructor.,,May be repeated for a maximum of 9 credit(s).  ,With permission of instructor.
